S.No,NABL/NON NABL,Discipline / Group,Materials or Products tested,Parameter,Method,Sample Quantity g/mL,Lead time,Charges per sample,No of Sample,18% GST SAC 998343,Total amount,PROTOCOL NO.,NABL Range,Limit of quantification,,Protocol Link
433,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Naphthyl Acetic Acid (NAA) % w/w,ABRL STP 071 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001% to 99 %,0.41 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
434,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Nickel as Ni mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
435,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Nickel as Ni mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
436,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Odor,OPPTS 830.6304,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
437,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Organic matter % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,800,1,144,944,ABRL PRO 008, 0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
438,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Organic matter % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 008, 0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
439,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Particle size % w/w,FCO 1985 SCD IV Part D,100,15,300,1,54,354,ABRL PRO 061,0.1 % to 100 %,,,https://forms.gle/eSfFCX1syVcSxff18
440,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Persistant foaming (ml),CIPAC MT 47,50,15,1000,1,180,1180,ABRL PRO 094,0.1 ml to 1000 ml,,,https://forms.gle/inQej5gjwJrvLm2S8
441,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,pH (% aqeous solution/ Liquid),ABRL STP 027(PH-Meter),100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
442,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,pH ,FCO 1985 SCD II Part B Cl.No.08,200,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
443,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,pH ,FCO 1985 SCD IV Part D Cl.No.1,100,15,400,1,72,472,ABRL PRO 041,1 to 14,,Minimum sample handeling charge is to be considered if providing service lower than 500 Rs.,https://forms.gle/1ummEPEzcdMaeP1XA
444,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,pH,IS 16556,100,15,400,1,72,472,ABRL PRO 041,1 to 14,,Minimum sample handeling charge is to be considered if providing service lower than 500 Rs.,https://forms.gle/1ummEPEzcdMaeP1XA
445,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Physical State (Form),OPPTS 830.6303,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
446,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Plant available silicon % w/w,FCO 1985 SCD II Part B Cl.No.29,50,15,1500,1,270,1770,ABRL PRO 069,0.01 % to 50 %,,,https://forms.gle/1ZzQ7V7cKb1dgmj4A
447,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Potassium as K mg/kg,ABRL STP 043 (MP-AES),100,15,1000,1,180,1180,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
448,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Pourability (Residue) % w/w,CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.1 % to 70 %,,,https://forms.gle/49mTRqwiD6QxDFU87
449,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Pourability (Rinsed Residue) % w/w,CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.01 % to 50 %,,,https://forms.gle/49mTRqwiD6QxDFU87
450,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Quercetin % w/w,ABRL STP 007 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 95 %,0.39 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
451,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Shape ,ABRL STP 091,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
452,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Sodium as Na mg/kg,ABRL STP 043 (MP-AES),50,15,3500,1,630,4130,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
453,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Solid Content % w/w,IS 15106,50,15,450,1,81,531,ABRL PRO 004,0.1 % to 99 % w/w,,,https://forms.gle/r52g7ec3g7ZfoEhWA
454,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 100 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
455,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Specific gravity ,CIPAC MT 3,50,15,350,1,63,413,ABRL PRO 066,0.500 to 2.500 g/ml,,,https://forms.gle/WXPbz5i1fZHux8bM9
456,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Specific gravity,FCO 1985 SCD II Part B,50,15,350,1,63,413,ABRL PRO 066,0.500 to 2.500 g/ml,,,https://forms.gle/WXPbz5i1fZHux8bM9
457,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Strontium as Sr mg/kg,ABRL STP 043 (MP-AES),50,15,3500,1,630,4130,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
458,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Sulphate Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,800,1,144,944,ABRL PRO 011,0.1 % to 70 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
459,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Suspensibility % w/w,CIPAC MT 161,100,15,2000,1,360,2360,ABRL PRO 096,0.1 % to 105 %,,,https://forms.gle/1KM8MciJYXpU9Noz8
460,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Thiamin mononitrate (Vitamin B1) % w/w,ABRL STP 009 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
461,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Amino acid % w/w,ABRL STP 052 (Ninhydrin),50,15,1500,1,270,1770,ABRL PRO 044,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
462,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Amino Nitrogen % w/w,Thai industrial standard Page no. 191-193,1500,15,2000,1,360,2360,ABRL PRO 092,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
463,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Carbohydrate % w/w,ABRL STP 046 (Anthrone),50,15,1500,1,270,1770,ABRL PRO 035,0.001 % to 99 %,10.05 mg/kg,,https://forms.gle/QExDSnE6janEauz8A
464,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Chloride % w/w,FCO 1985 SCD II Part B Cl.No.18,50,15,300,1,54,354,ABRL PRO 078,0.01 % to 99 %,,,https://forms.gle/k6tf57dYD8yuAbRD8
465,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Dissolved Solids (TDS) % w/w,ABRL STP 098 (Gravimetric),100,15,350,1,63,413,ABRL PRO 097,0.01 % to 60 % ,,,https://forms.gle/JbV95JkQizSL42Vm8
466,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Humic acid % w/w,ISO 5073,50,15,1200,1,216,1416,ABRL PRO 005,0.1 % to 99 %,,,https://forms.gle/kGrK8JuttwQrNZqp7
467,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.06,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
468,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Nitrogen % w/w,IS 16556,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
469,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Organic Carbon/Organic Carbon % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
470,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Organic Carbon/Organic Carbon % w/w,IS 16556,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
471,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total phosphorous as P2O5 % w/w,FCO 1985 SCD IV Part D Cl.No.08,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
472,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total phosphorous as P2O5 % w/w,IS 16556,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
473,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Potash K & K as K2O % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
474,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Potash K & K as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
475,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Protein % w/w,ABRL STP 016 (Folin-lowery),50,15,1500,1,270,1770,ABRL PRO 018,0.001 % to 99 %,,,https://forms.gle/NVvh6HsVcqMFKm8bA
476,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total protein Calculative % w/w,Calculative based on conversion factor (Kjeldahl),50,15,100,1,18,118,ABRL PRO 007,0.05 % to 99 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
477,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Total Sulphur % w/w,FCO 1985 SCD IV Part D Cl.No.15,100,15,1200,1,216,1416,ABRL PRO 011, 0.05 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
478,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Triacontanol % w/w,ABRL STP 011 (GC),50,15,3500,1,630,4130,ABRL PRO 003,0.05 % to 99 %,502 mg/kg,,https://forms.gle/SWkKy6Q53AmRiEDg9
479,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Viscosity cps,CIPAC MT 22,500,15,1000,1,180,1180,ABRL PRO 051,1 to 25000 cps,,,https://forms.gle/xMxncb1RieE6p3Gr7
480,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Water Insoluble Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.14,50,15,1000,1,180,1180,ABRL PRO 083,0.05 % to 35 %,,,https://forms.gle/pWdSyPGRKo795T8EA
481,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Water Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 99 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
482,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Water Soluble potash as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
483,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Zinc as Zn mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
484,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Zinc as Zn mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
485,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,6 Benzyl Amino Purine (6-BAP) % w/w,ABRL STP 006 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,1 mg/kg to 990000 mg/kg,0.86 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
486,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Accelerated stability study,CIPAC MT 46,500 ml,22,40000,1,7200,47200,ABRL PRO 083,Not applicable,Not applicable,,
487,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Acid Insoluble Ash % w/w,FCO 1985 SCD IV Part D Cl. No. 14,50,15,800,1,144,944,ABRL PRO 053,0.1 % w/w to 50 % w/w,,,https://forms.gle/pVZ3UfnzgqWD7U4x7
488,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Acid soluble Ash % w/w,Calculative based on FCO 1985 SCD IV Part D Cl. No. 14,50,15,800,1,144,944,ABRL PRO 053,0.1 % w/w to 50 % w/w,,,https://forms.gle/pVZ3UfnzgqWD7U4x7
489,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Alginic Acid % w/w,ABRL STP 050 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,44.70 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
490,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Alpha-tocopherol (Vitamin E) % w/w,ABRL STP 010 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
491,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Aluminium as Al mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
492,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Ammoniacal nitrogen % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,600,1,108,708,ABRL PRO 014,0.1 % to 40 %,,,https://forms.gle/eCp5pXhcQKkRUFpd8
493,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Appereance ,ABRL STP 091,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
494,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Arsenic as As/As2O3 mg/kg,FCO 1985 SCD IV Part D Cl. No. 12,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
495,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Arsenic as As / AS2O3 mg/kg,IS 16556,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
496,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Ascorbic acid % w/w,ABRL STP 005 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
497,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Barium as Ba mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
498,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Boron as B mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
499,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,C:N Ratio,FCO 1985 SCD IV Part D Cl.No. 07,50,15,100,1,18,118,ABRL PRO 008,Calculative,,,"https://forms.gle/b51JKPnT1J9kNucy8 , https://forms.gle/Q3mPhs2GWZHCcP1T6"
500,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,C:N Ratio ,IS 16556,50,15,100,1,18,118,ABRL PRO 008,Calculative,,,"https://forms.gle/b51JKPnT1J9kNucy8 , https://forms.gle/Q3mPhs2GWZHCcP1T6"
501,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Cadmium as Cd mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,3200,1,576,3776,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
502,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Cadmium as Cd mg/kg,IS 16556,50,15,3200,1,576,3776,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
503,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Calcium as Ca mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
504,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Carrabiitol % w/w,ABRL STP 092 (HPLC),100,15,3500,1,630,4130,,,,,
505,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Cation Exchange Capacity meq/g,ABRL STP 053 (MP-AES),50,15,1500,1,270,1770,ABRL PRO 045, 1 meq/g to 50000 meq/g,,,https://forms.gle/8X4X79vm56r7wuts8
506,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Chromium as Cr mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
507,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Chromium as Cr mg/kg,IS 16556,50,15,600,,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
508,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Clarity,European Pharmacopiea 9.2,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
509,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Cobalt as Co mg/kg,ABRL STP 043 (MP-AES),100,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
510,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Colour,OPPTS 830.6302,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
511,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Conductivity µS/cm,FCO 1985 SCD IV Part D Cl.No.04,50,15,450,1,81,531,ABRL PRO 017,1 µS/cm to 50000 µS/cm,,,https://forms.gle/NjLm8u7U1By8uar4A
512,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Conductivity µS/cm,IS 16556,50,15,450,1,81,531,ABRL PRO 017,1 µS/cm to 50000 µS/cm,,,https://forms.gle/NjLm8u7U1By8uar4A
513,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Copper as Cu mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
514,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Copper as Cu mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
515,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Density g/ml,FCO 1985 SCD IV Part D,50,15,350,1,63,413,ABRL PRO 041,0.500 to 2.500 g/ml,,,https://forms.gle/1ummEPEzcdMaeP1XA
516,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Density g/ml,IS 16556,50,15,350,1,63,413,ABRL PRO 041,0.500 to 2.500 g/ml,,,https://forms.gle/1ummEPEzcdMaeP1XA
517,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Dilution Stability,CIPAC MT 41,50,15,1500,1,270,1770,ABRL PRO 093,Not applicable,,,https://forms.gle/7WdUJ6YZ1kVrGfC77
518,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Elemental Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,400,1,72,472,ABRL PRO 011,0.1 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
519,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Folic acid % w/w,ABRL STP 001 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.005 % to 95 %,0.15 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
520,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Formol nitrogen content % w/w,Thai industrial standard Page no.191,50,15,2000,1,360,2360,ABRL PRO 092,0.05 % to 50 %,,,https://forms.gle/Y7Ye6zMjosRonixA8
521,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Free alkali as KOH % w/w,ABRL STP 038 (Titremetric),50,15,450,1,81,531,ABRL PRO 024,0.01 % to 50 %,,,https://forms.gle/UD2YCiGdzqo8VMFb6
522,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Free alkali as NaOH % w/w,ABRL STP 038 (Titremetric),50,15,450,1,81,531,ABRL PRO 024,0.01 % to 50 %,,,https://forms.gle/UD2YCiGdzqo8VMFb6
523,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Free amino nitrogen % w/w,ABRL STP 052 (Ninhydrin),50,15,1500,1,270,1770,ABRL PRO 044,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
524,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Fucoidan % w/w,ABRL STP 115 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
525,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Fulvic acid % w/w,ABRL STP 116 (Titrimetric),50,15,1000,1,180,1180,ABRL PRO 108,0.001 % to 60 %,,,https://forms.gle/rMyfSJtJSzRCT7Yj8
526,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Gibbrellic Acid -3 (GA3) % w/w,ABRL STP 003 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.001 % to 97 %,0.17 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
527,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Humic Acid % w/w,ISO 19822,50,15,4000,1,720,4720,ABRL PRO 029,1 % to 70 %,,,"https://forms.gle/BYPkiHP9Z2dBoFVs6 , https://forms.gle/NEPfFA1GmooQ6YAg8"
528,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Hydrophobic fulvic acid % w/w,ISO 19822,50,15,4000,1,720,4720,ABRL PRO 029,1 % to 70 %,,,"https://forms.gle/BYPkiHP9Z2dBoFVs6 , https://forms.gle/NEPfFA1GmooQ6YAg8"
529,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Indole Acetic Acid % w/w,ABRL STP 002 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.005 % to 99 %,0.14 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
530,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Indole Butyric Acid % w/w,ABRL STP 022 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.003 % to 99 %,0.52 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
531,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Inorganic matter (Ash) % w/w,Calculative based on FCO 1985 SCD IV Part D Cl.No.05,50,15,800,1,144,944,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
532,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Inorganic matter (Ash) % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 008,0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
533,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Inorganic Nitrogen (Nitrate nitrogen) % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,1000,1,180,1180,ABRL PRO 055,0.1 % to 35 %,,,https://forms.gle/3CzKP7dHJ2b1ptPq6
534,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Iron as Fe % w/w,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
535,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,K as K2O % w/w,IS 9497,,15,,,0,0,,,,,
536,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Kinetin % w/w,ABRL STP 008 (HPLC),50,15,4000,1,720,4720,ABRL PRO 002,0.005 % to 99 %,0.03 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
537,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Laminarin % w/w,ABRL STP 114 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
538,NABL,CHEMICAL- BIO- STIMULANT,Cell-free microbial product extract and Formulation,Lead as Pb mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
